product_id,composition,size,fit,material,description,product_name,product_price,color_name,style_id,color_id,scrapy_datetime
0971061006,"Cotton 99%, Spandex 1%",,Slim fit,Denim,Solid-color,Slim Tapered Cropped Jeans,29.9,Denim blue,0971061,006,2022-08-01 21:34:37
0971061006,"Cotton 99%, Spandex 1%",,Slim fit,Denim,Solid-color,Slim Tapered Cropped Jeans,29.9,Denim blue,0971061,006,2022-08-01 21:34:37
0971061006,"Cotton 99%, Spandex 1%",,Slim fit,Denim,Solid-color,Slim Tapered Cropped Jeans,29.9,Denim blue,0971061,006,2022-08-01 21:34:37
0690449001,"Cotton 99%, Spandex 1%",,Skinny fit,keyFibreType,Light denim blue,Skinny Jeans,13.9,Light denim blue/trashed,0690449,001,2022-08-01 21:34:37
0690449001,"Cotton 99%, Spandex 1%",,Skinny fit,Denim,Solid-color,Skinny Jeans,13.9,Light denim blue/trashed,0690449,001,2022-08-01 21:34:37
0690449002,"Cotton 98%, Spandex 2%",,Skinny fit,keyFibreType,Denim blue,Skinny Jeans,14.9,Denim blue,0690449,002,2022-08-01 21:34:37
0690449002,"Cotton 98%, Spandex 2%",,Skinny fit,Denim,Denim blue,Skinny Jeans,14.9,Denim blue,0690449,002,2022-08-01 21:34:37
0690449006,"Cotton 98%, Spandex 2%",,Skinny fit,keyFibreType,Black,Skinny Jeans,7.9,Black/washed,0690449,006,2022-08-01 21:34:37
0690449006,Cotton 100%,,Skinny fit,Denim,Black,Skinny Jeans,7.9,Black/washed,0690449,006,2022-08-01 21:34:37
0690449007,"Cotton 98%, Spandex 2%",,Skinny fit,keyFibreType,Light blue,Skinny Jeans,14.9,Light denim blue,0690449,007,2022-08-01 21:34:37
0690449007,Cotton 100%,,Skinny fit,Denim,Light blue,Skinny Jeans,14.9,Light denim blue,0690449,007,2022-08-01 21:34:37
0690449007,Cotton 100%,,Skinny fit,Denim,Light blue,Skinny Jeans,14.9,Light denim blue,0690449,007,2022-08-01 21:34:37
0690449007,Cotton 100%,,Skinny fit,Denim,Light blue,Skinny Jeans,14.9,Light denim blue,0690449,007,2022-08-01 21:34:37
0690449007,Cotton 100%,,Skinny fit,Denim,Light blue,Skinny Jeans,14.9,Light denim blue,0690449,007,2022-08-01 21:34:37
0690449009,"Cotton 99%, Spandex 1%",,Skinny fit,keyFibreType,Black,Skinny Jeans,17.9,Black washed out,0690449,009,2022-08-01 21:34:37
0690449009,"Cotton 99%, Spandex 1%",,Skinny fit,Denim,Black,Skinny Jeans,17.9,Black washed out,0690449,009,2022-08-01 21:34:37
0690449011,"Cotton 99%, Spandex 1%",,Skinny fit,keyFibreType,White,Skinny Jeans,17.9,White,0690449,011,2022-08-01 21:34:37
0690449011,"Cotton 99%, Spandex 1%",,Skinny fit,Denim,Solid-color,Skinny Jeans,17.9,White,0690449,011,2022-08-01 21:34:37
0690449013,"Cotton 98%, Spandex 2%",,Skinny fit,keyFibreType,Black,Skinny Jeans,27.9,Black/washed,0690449,013,2022-08-01 21:34:37
0690449013,Polyester 100%,,Skinny fit,Denim,Solid-color,Skinny Jeans,27.9,Black/washed,0690449,013,2022-08-01 21:34:37
0690449021,"Cotton 98%, Spandex 2%",,Skinny fit,keyFibreType,Dark denim blue,Skinny Jeans,25.9,Dark denim blue/trashed,0690449,021,2022-08-01 21:34:37
0690449021,Polyester 100%,,Skinny fit,Denim,Solid-color,Skinny Jeans,25.9,Dark denim blue/trashed,0690449,021,2022-08-01 21:34:37
0690449022,"Cotton 98%, Spandex 2%",,Skinny fit,keyFibreType,Black,Skinny Jeans,39.9,Black/trashed,0690449,022,2022-08-01 21:34:37
0690449022,Polyester 100%,,Skinny fit,Denim,Solid-color,Skinny Jeans,39.9,Black/trashed,0690449,022,2022-08-01 21:34:37
0690449022,Polyester 100%,,Skinny fit,Denim,Solid-color,Skinny Jeans,39.9,Black/trashed,0690449,022,2022-08-01 21:34:37
0690449022,Polyester 100%,,Skinny fit,Denim,Solid-color,Skinny Jeans,39.9,Black/trashed,0690449,022,2022-08-01 21:34:37
0690449022,Polyester 100%,,Skinny fit,Denim,Solid-color,Skinny Jeans,39.9,Black/trashed,0690449,022,2022-08-01 21:34:37
0690449022,Polyester 100%,,Skinny fit,Denim,Solid-color,Skinny Jeans,39.9,Black/trashed,0690449,022,2022-08-01 21:34:37
0690449024,"Cotton 98%, Spandex 2%",,Skinny fit,keyFibreType,Dark blue,Skinny Jeans,20.9,Dark blue/Trashed,0690449,024,2022-08-01 21:34:37
0690449024,Polyester 100%,,Skinny fit,Denim,Solid-color,Skinny Jeans,20.9,Dark blue/Trashed,0690449,024,2022-08-01 21:34:37
0690449001,"Cotton 99%, Spandex 1%",,Skinny fit,keyFibreType,Light denim blue,Skinny Jeans,13.9,Light denim blue/trashed,0690449,001,2022-08-01 21:34:37
0690449001,"Cotton 99%, Spandex 1%",,Skinny fit,Denim,Solid-color,Skinny Jeans,13.9,Light denim blue/trashed,0690449,001,2022-08-01 21:34:37
0690449002,"Cotton 98%, Spandex 2%",,Skinny fit,keyFibreType,Denim blue,Skinny Jeans,14.9,Denim blue,0690449,002,2022-08-01 21:34:37
0690449002,"Cotton 98%, Spandex 2%",,Skinny fit,Denim,Denim blue,Skinny Jeans,14.9,Denim blue,0690449,002,2022-08-01 21:34:37
0690449006,"Cotton 98%, Spandex 2%",,Skinny fit,keyFibreType,Black,Skinny Jeans,7.9,Black/washed,0690449,006,2022-08-01 21:34:37
0690449006,Cotton 100%,,Skinny fit,Denim,Black,Skinny Jeans,7.9,Black/washed,0690449,006,2022-08-01 21:34:37
0690449007,"Cotton 98%, Spandex 2%",,Skinny fit,keyFibreType,Light blue,Skinny Jeans,14.9,Light denim blue,0690449,007,2022-08-01 21:34:37
0690449007,Cotton 100%,,Skinny fit,Denim,Light blue,Skinny Jeans,14.9,Light denim blue,0690449,007,2022-08-01 21:34:37
0690449007,Cotton 100%,,Skinny fit,Denim,Light blue,Skinny Jeans,14.9,Light denim blue,0690449,007,2022-08-01 21:34:37
0690449007,Cotton 100%,,Skinny fit,Denim,Light blue,Skinny Jeans,14.9,Light denim blue,0690449,007,2022-08-01 21:34:37
0690449007,Cotton 100%,,Skinny fit,Denim,Light blue,Skinny Jeans,14.9,Light denim blue,0690449,007,2022-08-01 21:34:37
0690449009,"Cotton 99%, Spandex 1%",,Skinny fit,keyFibreType,Black,Skinny Jeans,17.9,Black washed out,0690449,009,2022-08-01 21:34:37
0690449009,"Cotton 99%, Spandex 1%",,Skinny fit,Denim,Black,Skinny Jeans,17.9,Black washed out,0690449,009,2022-08-01 21:34:37
0690449011,"Cotton 99%, Spandex 1%",,Skinny fit,keyFibreType,White,Skinny Jeans,17.9,White,0690449,011,2022-08-01 21:34:37
0690449011,"Cotton 99%, Spandex 1%",,Skinny fit,Denim,Solid-color,Skinny Jeans,17.9,White,0690449,011,2022-08-01 21:34:37
0690449013,"Cotton 98%, Spandex 2%",,Skinny fit,keyFibreType,Black,Skinny Jeans,27.9,Black/washed,0690449,013,2022-08-01 21:34:37
0690449013,Polyester 100%,,Skinny fit,Denim,Solid-color,Skinny Jeans,27.9,Black/washed,0690449,013,2022-08-01 21:34:37
0690449021,"Cotton 98%, Spandex 2%",,Skinny fit,keyFibreType,Dark denim blue,Skinny Jeans,25.9,Dark denim blue/trashed,0690449,021,2022-08-01 21:34:37
0690449021,Polyester 100%,,Skinny fit,Denim,Solid-color,Skinny Jeans,25.9,Dark denim blue/trashed,0690449,021,2022-08-01 21:34:37
0690449022,"Cotton 98%, Spandex 2%",,Skinny fit,keyFibreType,Black,Skinny Jeans,39.9,Black/trashed,0690449,022,2022-08-01 21:34:37
0690449022,Polyester 100%,,Skinny fit,Denim,Solid-color,Skinny Jeans,39.9,Black/trashed,0690449,022,2022-08-01 21:34:37
0690449022,Polyester 100%,,Skinny fit,Denim,Solid-color,Skinny Jeans,39.9,Black/trashed,0690449,022,2022-08-01 21:34:37
0690449022,Polyester 100%,,Skinny fit,Denim,Solid-color,Skinny Jeans,39.9,Black/trashed,0690449,022,2022-08-01 21:34:37
0690449022,Polyester 100%,,Skinny fit,Denim,Solid-color,Skinny Jeans,39.9,Black/trashed,0690449,022,2022-08-01 21:34:37
0690449022,Polyester 100%,,Skinny fit,Denim,Solid-color,Skinny Jeans,39.9,Black/trashed,0690449,022,2022-08-01 21:34:37
0690449024,"Cotton 98%, Spandex 2%",,Skinny fit,keyFibreType,Dark blue,Skinny Jeans,20.9,Dark blue/Trashed,0690449,024,2022-08-01 21:34:37
0690449024,Polyester 100%,,Skinny fit,Denim,Solid-color,Skinny Jeans,20.9,Dark blue/Trashed,0690449,024,2022-08-01 21:34:37
1013317001,"Cotton 77%, Polyester 21%, Spandex 2%",,Regular fit,Denim,Light denim blue,Hybrid Regular Tapered Joggers,44.9,Light denim blue,1013317,001,2022-08-01 21:34:37
1013317001,"Cotton 77%, Polyester 21%, Spandex 2%",,Regular fit,Denim,Light denim blue,Hybrid Regular Tapered Joggers,44.9,Light denim blue,1013317,001,2022-08-01 21:34:37
1013317001,"Cotton 77%, Polyester 21%, Spandex 2%",,Regular fit,Denim,Light denim blue,Hybrid Regular Tapered Joggers,44.9,Light denim blue,1013317,001,2022-08-01 21:34:37
1013317001,"Cotton 77%, Polyester 21%, Spandex 2%",,Regular fit,Denim,Light denim blue,Hybrid Regular Tapered Joggers,44.9,Light denim blue,1013317,001,2022-08-01 21:34:37
1013317001,"Cotton 77%, Polyester 21%, Spandex 2%",,Regular fit,Denim,Light denim blue,Hybrid Regular Tapered Joggers,44.9,Light denim blue,1013317,001,2022-08-01 21:34:37
1013317001,"Cotton 77%, Polyester 21%, Spandex 2%",,Regular fit,Denim,Light denim blue,Hybrid Regular Tapered Joggers,44.9,Light denim blue,1013317,001,2022-08-01 21:34:37
1013317002,"Cotton 78%, Polyester 21%, Spandex 1%",,Regular fit,Denim,Denim blue,Hybrid Regular Tapered Joggers,44.9,Denim blue,1013317,002,2022-08-01 21:34:37
1013317002,"Cotton 78%, Polyester 21%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,44.9,Denim blue,1013317,002,2022-08-01 21:34:37
1013317002,"Cotton 78%, Polyester 21%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,44.9,Denim blue,1013317,002,2022-08-01 21:34:37
1013317002,"Cotton 78%, Polyester 21%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,44.9,Denim blue,1013317,002,2022-08-01 21:34:37
1013317002,"Cotton 78%, Polyester 21%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,44.9,Denim blue,1013317,002,2022-08-01 21:34:37
1013317002,"Cotton 78%, Polyester 21%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,44.9,Denim blue,1013317,002,2022-08-01 21:34:37
1013317004,"Cotton 78%, Polyester 21%, Spandex 1%",,Regular fit,Denim,Black,Hybrid Regular Tapered Joggers,20.9,Black,1013317,004,2022-08-01 21:34:37
1013317004,"Cotton 78%, Polyester 21%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,20.9,Black,1013317,004,2022-08-01 21:34:37
1013317004,"Cotton 78%, Polyester 21%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,20.9,Black,1013317,004,2022-08-01 21:34:37
1013317004,"Cotton 78%, Polyester 21%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,20.9,Black,1013317,004,2022-08-01 21:34:37
1013317004,"Cotton 78%, Polyester 21%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,20.9,Black,1013317,004,2022-08-01 21:34:37
1013317004,"Cotton 78%, Polyester 21%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,20.9,Black,1013317,004,2022-08-01 21:34:37
1013317005,"Cotton 79%, Polyester 19%, Spandex 2%",,Regular fit,Denim,Dark gray,Hybrid Regular Tapered Joggers,44.9,Dark gray,1013317,005,2022-08-01 21:34:37
1013317005,"Cotton 79%, Polyester 19%, Spandex 2%",,Regular fit,Denim,Dark gray,Hybrid Regular Tapered Joggers,44.9,Dark gray,1013317,005,2022-08-01 21:34:37
1013317005,"Cotton 79%, Polyester 19%, Spandex 2%",,Regular fit,Denim,Dark gray,Hybrid Regular Tapered Joggers,44.9,Dark gray,1013317,005,2022-08-01 21:34:37
1013317005,"Cotton 79%, Polyester 19%, Spandex 2%",,Regular fit,Denim,Dark gray,Hybrid Regular Tapered Joggers,44.9,Dark gray,1013317,005,2022-08-01 21:34:37
1013317005,"Cotton 79%, Polyester 19%, Spandex 2%",,Regular fit,Denim,Dark gray,Hybrid Regular Tapered Joggers,44.9,Dark gray,1013317,005,2022-08-01 21:34:37
1013317005,"Cotton 79%, Polyester 19%, Spandex 2%",,Regular fit,Denim,Dark gray,Hybrid Regular Tapered Joggers,44.9,Dark gray,1013317,005,2022-08-01 21:34:37
1013317006,"Cotton 79%, Polyester 20%, Spandex 1%",,Regular fit,Denim,Black,Hybrid Regular Tapered Joggers,44.9,Black,1013317,006,2022-08-01 21:34:37
1013317006,"Cotton 79%, Polyester 20%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,44.9,Black,1013317,006,2022-08-01 21:34:37
1013317006,"Cotton 79%, Polyester 20%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,44.9,Black,1013317,006,2022-08-01 21:34:37
1013317006,"Cotton 79%, Polyester 20%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,44.9,Black,1013317,006,2022-08-01 21:34:37
1013317006,"Cotton 79%, Polyester 20%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,44.9,Black,1013317,006,2022-08-01 21:34:37
1013317006,"Cotton 79%, Polyester 20%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,44.9,Black,1013317,006,2022-08-01 21:34:37
1013317008,"Cotton 77%, Polyester 21%, Spandex 2%",,Regular fit,Denim,Dark blue,Hybrid Regular Tapered Joggers,15.9,Dark blue,1013317,008,2022-08-01 21:34:37
1013317008,"Cotton 77%, Polyester 21%, Spandex 2%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,15.9,Dark blue,1013317,008,2022-08-01 21:34:37
1013317008,"Cotton 77%, Polyester 21%, Spandex 2%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,15.9,Dark blue,1013317,008,2022-08-01 21:34:37
1013317008,"Cotton 77%, Polyester 21%, Spandex 2%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,15.9,Dark blue,1013317,008,2022-08-01 21:34:37
1013317008,"Cotton 77%, Polyester 21%, Spandex 2%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,15.9,Dark blue,1013317,008,2022-08-01 21:34:37
1013317008,"Cotton 77%, Polyester 21%, Spandex 2%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,15.9,Dark blue,1013317,008,2022-08-01 21:34:37
1013317010,"Cotton 80%, Polyester 19%, Spandex 1%",,Regular fit,Denim,Black,Hybrid Regular Tapered Joggers,22.9,Black,1013317,010,2022-08-01 21:34:37
1013317010,"Cotton 80%, Polyester 19%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,22.9,Black,1013317,010,2022-08-01 21:34:37
1013317010,"Cotton 80%, Polyester 19%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,22.9,Black,1013317,010,2022-08-01 21:34:37
1013317010,"Cotton 80%, Polyester 19%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,22.9,Black,1013317,010,2022-08-01 21:34:37
1013317010,"Cotton 80%, Polyester 19%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,22.9,Black,1013317,010,2022-08-01 21:34:37
1013317010,"Cotton 80%, Polyester 19%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,22.9,Black,1013317,010,2022-08-01 21:34:37
1013317012,"Cotton 78%, Polyester 21%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,44.9,Light denim blue,1013317,012,2022-08-01 21:34:37
1013317012,"Cotton 78%, Polyester 21%, Spandex 1%",,Regular fit,Denim,Solid-color,Hybrid Regular Tapered Joggers,44.9,Light denim blue,1013317,012,2022-08-01 21:34:37
0875105001,Cotton 100%,Inner leg: Length: 89.5 cm (Size 33),Relaxed fit,keyFibreType,Denim blue,Relaxed Jeans,22.9,Denim blue,0875105,001,2022-08-01 21:34:37
0875105001,Cotton 100%,Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Denim blue,Relaxed Jeans,22.9,Denim blue,0875105,001,2022-08-01 21:34:37
0875105001,Cotton 100%,Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Denim blue,Relaxed Jeans,22.9,Denim blue,0875105,001,2022-08-01 21:34:37
0875105001,Cotton 100%,Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Denim blue,Relaxed Jeans,22.9,Denim blue,0875105,001,2022-08-01 21:34:37
0875105001,Cotton 100%,Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Denim blue,Relaxed Jeans,22.9,Denim blue,0875105,001,2022-08-01 21:34:37
0875105001,Cotton 100%,Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Denim blue,Relaxed Jeans,22.9,Denim blue,0875105,001,2022-08-01 21:34:37
0875105002,Cotton 100%,Inner leg: Length: 89.5 cm (Size 33),Relaxed fit,keyFibreType,Black,Relaxed Jeans,29.9,Black,0875105,002,2022-08-01 21:34:37
0875105002,Cotton 100%,Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Solid-color,Relaxed Jeans,29.9,Black,0875105,002,2022-08-01 21:34:37
0875105002,Cotton 100%,Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Solid-color,Relaxed Jeans,29.9,Black,0875105,002,2022-08-01 21:34:37
0875105002,Cotton 100%,Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Solid-color,Relaxed Jeans,29.9,Black,0875105,002,2022-08-01 21:34:37
0875105002,Cotton 100%,Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Solid-color,Relaxed Jeans,29.9,Black,0875105,002,2022-08-01 21:34:37
0875105002,Cotton 100%,Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Solid-color,Relaxed Jeans,29.9,Black,0875105,002,2022-08-01 21:34:37
0875105002,Cotton 100%,Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Solid-color,Relaxed Jeans,29.9,Black,0875105,002,2022-08-01 21:34:37
0875105003,Cotton 100%,Inner leg: Length: 89.5 cm (Size 33),Relaxed fit,keyFibreType,Light denim blue,Relaxed Jeans,29.9,Light denim blue,0875105,003,2022-08-01 21:34:37
0875105003,Cotton 100%,Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Light denim blue,Relaxed Jeans,29.9,Light denim blue,0875105,003,2022-08-01 21:34:37
0875105003,Cotton 100%,Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Light denim blue,Relaxed Jeans,29.9,Light denim blue,0875105,003,2022-08-01 21:34:37
0875105003,Cotton 100%,Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Light denim blue,Relaxed Jeans,29.9,Light denim blue,0875105,003,2022-08-01 21:34:37
0875105003,Cotton 100%,Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Light denim blue,Relaxed Jeans,29.9,Light denim blue,0875105,003,2022-08-01 21:34:37
0875105003,Cotton 100%,Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Light denim blue,Relaxed Jeans,29.9,Light denim blue,0875105,003,2022-08-01 21:34:37
0875105009,Cotton 100%,Inner leg: Length: 89.5 cm (Size 33),Relaxed fit,keyFibreType,Dark denim blue,Relaxed Jeans,29.9,Dark denim blue,0875105,009,2022-08-01 21:34:37
0875105009,"Polyester 65%, Cotton 35%",Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Solid-color,Relaxed Jeans,29.9,Dark denim blue,0875105,009,2022-08-01 21:34:37
0875105009,"Polyester 65%, Cotton 35%",Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Solid-color,Relaxed Jeans,29.9,Dark denim blue,0875105,009,2022-08-01 21:34:37
0875105009,"Polyester 65%, Cotton 35%",Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Solid-color,Relaxed Jeans,29.9,Dark denim blue,0875105,009,2022-08-01 21:34:37
0875105009,"Polyester 65%, Cotton 35%",Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Solid-color,Relaxed Jeans,29.9,Dark denim blue,0875105,009,2022-08-01 21:34:37
0875105009,"Polyester 65%, Cotton 35%",Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Solid-color,Relaxed Jeans,29.9,Dark denim blue,0875105,009,2022-08-01 21:34:37
0875105009,"Polyester 65%, Cotton 35%",Waist: Circumference: 90.5 cm (Size 33),Relaxed fit,Denim,Solid-color,Relaxed Jeans,29.9,Dark denim blue,0875105,009,2022-08-01 21:34:37
0875105011,Cotton 100%,Inner leg: Length: 89.5 cm (Size 33),Relaxed fit,keyFibreType,Light denim blue,Relaxed Jeans,22.9,Light denim blue,0875105,011,2022-08-01 21:34:37
