product_id,product_category,product_name,product_price,scrapy_datetime,style_id,color_id,Fit,Size,color_name,Description,Material,Composition
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Light denim blue,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Dark denim gray,Light denim blue,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Dark denim gray,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Dark denim gray,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Dark denim gray,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Dark denim gray,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Denim blue,Light denim blue,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Pale denim blue,Light denim blue,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Pale denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Pale denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Pale denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Pale denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Light denim blue,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Light denim blue,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Dark denim gray,Light denim blue,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Dark denim gray,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Dark denim gray,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Dark denim gray,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Dark denim gray,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Denim blue,Light denim blue,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Pale denim blue,Dark denim gray,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Pale denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Pale denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Pale denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Pale denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Dark denim gray,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Dark denim gray,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Light denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Dark denim gray,Dark denim gray,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Dark denim gray,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Dark denim gray,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Dark denim gray,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Dark denim gray,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Denim blue,Dark denim gray,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
0971061004,men_jeans_slim,Slim Tapered Cropped Jeans,$ 29.99,2022-07-30 17:16:46,0971061,004,Slim fit,,Denim blue,Solid-color,Denim,"Cotton 99%, Spandex 1%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Black,Light denim blue,Denim,"Shell: Cotton 99%, Spandex 1%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Black,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Black,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Black,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Black,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Black,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Black,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Light denim blue,Light denim blue,Denim,"Shell: Cotton 99%, Spandex 1%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Light denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Light denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Light denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Light denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Light denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Light denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Light denim blue,Light denim blue,Denim,"Shell: Cotton 99%, Spandex 1%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Light denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Light denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Light denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Light denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Light denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Light denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Denim blue,Light denim blue,Denim,"Shell: Cotton 99%, Spandex 1%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark blue,Light denim blue,Denim,"Shell: Cotton 99%, Spandex 1%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark denim blue,Light denim blue,Denim,"Shell: Cotton 99%, Spandex 1%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark gray,Light denim blue,Denim,"Shell: Cotton 99%, Spandex 1%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark gray,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark gray,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark gray,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark gray,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark gray,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Dark gray,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,White,Light denim blue,Denim,"Shell: Cotton 99%, Spandex 1%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,White,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,White,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,White,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,White,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,White,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,White,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Black,Black,Denim,"Shell: Cotton 99%, Spandex 1%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Black,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Black,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Black,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Black,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Black,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Black,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Light denim blue,Black,Denim,"Shell: Cotton 99%, Spandex 1%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Light denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Light denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Light denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
1024256002,men_jeans_slim,Slim Jeans,$ 24.99,2022-07-30 17:16:46,1024256,002,Slim fit,,Light denim blue,Solid-color,Denim,"Pocket lining: Polyester 65%, Cotton 35%"
